sat.id,ISL0,ISL1,ISL2,ISL3,count_ISL0,count_ISL1,count_ISL2,count_ISL3
0,0.0,0.0008984374999999902,0.008658203124999944,0.0,7578,45451,24221,0
1,0.0,0.005548828125000121,0.001248046874999984,0.0,5560,14561,2471,0
2,0.0,0.000990234374999989,0.0,0.0,5683,8980,969,0
3,0.0,0.0015761718749999782,0.0,0.0,4383,8576,94,0
4,0.0,0.002753906249999957,0.0,0.0,1985,6354,200,0
5,7.8125e-06,0.00036328125000000027,0.0,0.0,1490,2247,257,0
6,9.570312500000006e-05,6.445312500000002e-05,9.375000000000006e-05,0.0,1687,1520,354,0
7,0.0,0.0,0.00015625000000000008,0.0,3052,1638,3668,0
8,5.859374999999999e-06,0.0,0.00024023437500000016,0.0,4560,3052,3924,0
9,0.0003808593750000003,5.859374999999999e-06,0.00011718750000000005,0.0,4930,4536,572,0
10,0.005884765625000183,0.0,0.00041992187499999967,0.0,11334,4646,1438,0
11,0.0013886718749999809,0.0,0.0,0.0,12984,7185,137,0
12,0.0052480468750001645,0.0,0.0,0.0,19315,7975,387,0
13,3.124261718750026,0.0,0.005300781250000082,0.0,61785,10891,11267,0
14,132.36175976562507,0.0016210937499999895,5.749839843750005,0.0,118647,27130,51536,0
15,0.0,0.0016816406249999785,1.1038515625000227,0.0,13907,45189,36561,0
16,0.0,0.0,0.45743359375001996,0.00016406250000000012,7105,23007,51422,42721
17,0.0,0.009386718749999995,0.0023496093749999637,0.0,3412,15663,6058,1625
18,0.0,0.0009902343749999887,0.0,0.0,3277,5733,1567,969
19,0.0,0.0009023437499999907,0.0,0.0,2644,4999,146,94
20,0.0,0.0014296874999999798,0.0,0.0,1624,3822,300,200
21,4.101562500000001e-05,0.0002753906250000002,0.0,0.0,1248,1867,454,257
22,0.00012890625000000006,0.00010546875000000004,7.617187500000003e-05,0.0,1417,1298,631,290
23,0.0,0.0,0.0002636718750000002,0.0,2951,1332,6858,3524
24,0.0,0.0,0.00024023437500000016,5.859374999999999e-06,3625,2951,6346,3793
25,0.0002753906250000002,0.0,0.00014062500000000007,0.0,3898,3626,1039,496
26,0.006691406250000055,0.0,0.0007304687499999932,0.0,11738,3724,3254,1167
27,0.003962890625000039,0.0,0.0,0.0,16766,7160,494,137
28,0.006740234375000097,0.0,0.0,0.0,25147,9654,861,387
29,0.025263671875000157,0.0,0.004458984375000043,0.0,40080,13859,20134,8593
30,0.3345976562499822,0.0,40.15585937499993,0.0018476562499999884,54234,18007,71164,22573
31,0.0,2.1484375000000002e-05,73.0795078124999,0.0016093749999999767,23022,20440,88868,16192
32,0.00015820312500000009,0.0,65.8110175781251,0.00740039062499997,18618,22511,93847,60780
33,0.0007011718749999975,7.027779296875061,0.005673828125000153,0.0,16959,57791,16072,3637
34,0.0,1.570880859375034,0.0,0.0,4043,42956,7698,1567
35,0.0,0.0009550781249999889,0.0,0.0,3685,5265,204,146
36,0.0,0.0007089843749999937,0.0,0.0,3218,4304,322,300
37,4.6875000000000015e-05,0.0002636718750000002,0.0,0.0,2591,3381,992,454
38,0.00016406250000000015,1.7578125e-05,6.445312500000002e-05,0.0,2485,2568,1076,515
39,0.0,0.0,0.0002636718750000002,0.0,2421,2364,9180,6460
40,0.0,0.0,0.0002714843750000002,5.859374999999999e-06,2038,2421,7926,6056
41,0.00021679687500000014,0.0,0.00019140625000000012,0.0,2242,2038,1561,868
42,0.001080078124999987,0.0,0.00019335937500000012,0.0,4141,2127,3705,2523
43,0.0015449218749999784,0.0,0.0,0.0,6996,3388,970,494
44,0.009251953124999983,0.0,0.0,0.0,17248,5414,1291,861
45,0.00999804687499999,0.0,0.006345703125000061,0.0,24850,10330,26292,15156
46,0.017410156250000426,0.0,4.019552734374862,0.005062500000000063,37293,12788,31833,31289
47,0.0003789062500000003,0.0,11.873869140625102,0.0018203124999999739,26232,16925,55089,23675
48,0.0047226562500000254,3.125e-05,7.073183593750045,0.5329316406250055,30648,17034,49505,65204
49,0.476425781250053,5.639548828124904,0.005609375000000175,0.0001699218750000001,40330,41216,18033,9910
50,0.0,172.45301367187443,0.0005859374999999995,0.0,13865,125375,13333,7698
51,0.0,0.017375000000000234,0.0,0.0,7328,27558,594,204
52,0.0,0.0011835937499999835,0.0,0.0,6753,9452,351,322
