sat.id,ISL0,ISL1,ISL2,ISL3,count_ISL0,count_ISL1,count_ISL2,count_ISL3
0,0.0,0.17046238785369222,0.0027605244996549345,0.0,194,1269,1031,0
1,0.0,0.0,0.0,0.0,135,359,120,0
2,0.0,0.0,0.0,0.0,115,234,55,0
3,0.0,0.0,0.0,0.0,72,271,4,0
4,0.0,0.0,0.0,0.0,73,204,14,0
5,0.0,0.0,0.0,0.0,74,47,26,0
6,0.0,0.0,0.0,0.0,88,24,21,0
7,0.0,0.0,0.0,0.0,93,35,24,0
8,0.0,0.0,0.0,0.0,156,57,274,0
9,0.0,0.0,0.0,0.0,158,215,63,0
10,0.0,0.0,0.0,0.0,265,296,124,0
11,0.0,0.0,0.0,0.0,243,281,9,0
12,0.0,0.0,0.0,0.0,322,359,31,0
13,0.06073153899240854,0.0,0.0,0.0,1151,448,578,0
14,7.922015182884749,0.0,7.015182884748102,0.0,2196,700,1795,0
15,0.028985507246376812,0.0013802622498274672,0.1090407177363699,0.0,1326,896,1335,0
16,0.0,0.0,0.0006901311249137336,0.0027605244996549345,203,345,1040,942
17,0.0,0.0,0.0,0.0,122,388,383,115
18,0.0,0.0,0.0,0.0,125,139,100,60
19,0.0,0.0,0.0,0.0,82,180,5,8
20,0.0,0.0,0.0,0.0,77,167,14,11
21,0.0,0.0,0.0,0.0,76,69,16,15
22,0.0,0.0,0.0,0.0,95,33,41,6
23,0.0,0.0,0.0,0.0,352,36,274,16
24,0.0,0.0,0.0,0.0,117,338,204,223
25,0.0,0.0,0.0,0.0,118,210,88,34
26,0.0,0.0,0.0,0.0,276,253,228,59
27,0.0,0.0,0.0,0.0,368,207,36,4
28,0.0,0.0,0.0,0.0,584,282,67,19
29,0.008281573498964804,0.0,0.008281573498964804,0.0,970,427,893,320
30,0.013802622498274674,0.0,10.653554175293303,0.004830917874396135,1186,589,2321,1056
31,0.0,0.0,15.709454796411318,0.0,192,474,2858,607
32,0.0,2.636991028295376,0.5320910973084886,0.0013802622498274672,818,1696,1422,939
33,0.0,2.6797791580400276,0.06556245686680469,0.0,816,1791,1063,307
34,0.0,2.1863354037267078,0.0,0.0,309,1621,519,118
35,0.0,0.0,0.0,0.0,255,159,10,6
36,0.0,0.0,0.0,0.0,195,144,13,18
37,0.0,0.0,0.0,0.0,138,150,59,25
38,0.0,0.0,0.0,0.0,117,121,52,15
39,0.0,0.0,0.0,0.0,157,106,321,289
40,0.0,0.0,0.0,0.0,100,163,256,173
41,0.0,0.0,0.0,0.0,84,114,101,62
42,0.0,0.0,0.0,0.0,160,134,176,113
43,0.0,0.0,0.0,0.0,265,221,44,23
44,0.0,0.0,0.0,0.0,568,321,100,40
45,0.0,0.0,0.09937888198757765,0.0,719,480,1081,653
46,0.0,0.0,7.900621118012421,0.3084886128364389,882,423,2060,1384
47,0.07522429261559697,0.0,9.11663216011042,0.0013802622498274672,1425,347,2330,1084
48,1.7715665976535542,0.0,0.0,0.09661835748792272,1452,792,959,1258
49,1.4334023464458245,12.232574189095926,0.7260179434092476,0.0,1392,2313,1378,860
50,0.0,35.43133195307108,0.1331953071083506,0.0,717,3351,972,502
51,0.0,0.0,0.0,0.0,515,735,16,14
52,0.0,0.0,0.0,0.0,387,239,43,22
53,0.0,0.0,0.0,0.0,251,280,110,91
54,0.0,0.0,0.0,0.0,205,196,72,44
55,0.0,0.0,0.0,0.0,208,206,280,393
56,0.0,0.0,0.0,0.0,127,181,287,255
57,0.0,0.0,0.0,0.0,110,134,103,69
58,0.0,0.0,0.0,0.0,174,161,182,114
59,0.0,0.0,0.0,0.0,215,268,99,37
60,0.35955831608005523,0.0,0.0,0.0,1242,347,145,106
61,1.7964113181504482,0.0,1.062111801242236,0.0006901311249137336,1644,768,1339,999
62,0.015873015873015876,0.0,5.1394064872325735,1.41959972394755,1310,714,1843,1615
63,0.0,0.0,14.329192546583855,0.00897170462387854,723,449,2706,1289
64,0.9689440993788819,0.0,0.0,0.012422360248447206,1314,836,658,1052
65,0.7543133195307108,13.598343685300208,0.04071773636991029,0.9461697722567287,1276,2382,1108,1272
66,0.0,19.53278122843341,0.0,0.013802622498274674,691,2701,682,778
67,0.0,0.0,0.0,0.0,518,841,15,16
68,0.0,0.0,0.0,0.0,419,588,42,49
69,0.0,0.0,0.0,0.0,388,407,144,226
70,0.0,0.0,0.0,0.0,386,204,64,89
71,0.0,0.0,0.0,0.0,240,214,267,477
72,0.0,0.0,0.0,0.0,248,135,310,365
73,0.0,0.0,0.0,0.0,246,231,109,84
74,0.0,0.0,0.0,0.0,270,308,196,180
75,0.006211180124223603,0.0,0.0,0.0,719,456,88,99
76,0.8164251207729468,0.0,0.0,0.0,1438,696,171,160
77,25.492063492063483,0.0027605244996549345,2.271911663216011,0.805383022774327,3012,1012,1443,1371
78,4.038647342995169,0.06073153899240856,1.6804692891649413,2.5093167701863357,1839,1276,1543,1720
79,0.0,0.0013802622498274672,3.8571428571428577,9.013802622498273,677,735,1907,2154
80,0.0,0.0,0.0,0.0006901311249137336,584,704,741,852
81,0.0,0.16977225672877844,0.002070393374741201,0.5445134575569358,696,1222,788,1195
82,0.0,0.011732229123533472,0.0,0.0,628,1032,447,551
