sat.id,ISL0,ISL1,ISL2,ISL3,count_ISL0,count_ISL1,count_ISL2,count_ISL3
0,0.0,0.0012792968749999842,0.009597656249999989,0.0,7651,48592,24537,0
1,0.0,0.005906250000000103,0.0013593749999999815,0.0,5833,15292,2625,0
2,0.0,0.001085937499999987,0.0,0.0,6014,9695,1011,0
3,0.0,0.0018378906249999732,0.0,0.0,4735,9276,126,0
4,0.0,0.0031523437499999542,0.0,0.0,2281,6899,215,0
5,1.7578125e-05,0.0003125000000000002,0.0,0.0,1646,2506,301,0
6,0.00014062500000000007,6.445312500000002e-05,7.617187500000003e-05,0.0,1812,1673,352,0
7,0.0,0.0,0.0003164062500000002,0.0,3329,1731,4175,0
8,3.90625e-06,0.0,0.00033984375000000025,0.0,4761,3329,4068,0
9,0.0004101562499999998,1.171875e-05,0.00020507812500000016,0.0,5213,4717,701,0
10,0.006195312500000216,0.0,0.0005761718749999964,0.0,12264,4887,1585,0
11,0.0012499999999999833,0.0,0.0,0.0,13869,7862,139,0
12,0.005945312500000232,0.0,0.0,0.0,21039,8693,405,0
13,9.519863281249961,0.0,0.00681054687500002,0.0,69051,11989,12146,0
14,145.9185585937502,0.002751953124999968,13.132644531250032,0.0,123765,30342,56430,0
15,0.0,0.0020800781249999726,1.7772675781250296,0.0,14027,48133,38002,0
16,0.0,0.0,0.5344023437500196,0.0001660156250000001,6986,23808,50164,44660
17,0.0,0.010392578124999975,0.002970703124999953,0.0,3659,16354,6641,1726
18,0.0,0.001060546874999988,0.0,0.0,3575,6120,1673,1011
19,0.0,0.0010605468749999875,0.0,0.0,2918,5398,183,126
20,0.0,0.0015312499999999786,0.0,0.0,1729,4094,309,215
21,3.5156250000000004e-05,0.0003046875000000002,0.0,0.0,1277,1931,499,301
22,0.00013281250000000006,5.273437500000001e-05,8.789062500000005e-05,0.0,1447,1278,696,300
23,0.0,0.0,0.00022851562500000018,0.0,3142,1352,7520,3898
24,0.0,0.0,0.0003515625000000003,5.859374999999999e-06,3847,3142,6735,3892
25,0.0003281250000000003,0.0,0.00015820312500000009,0.0,4223,3848,1193,564
26,0.006931640625000093,0.0,0.0009843749999999898,0.0,12668,4019,3586,1220
27,0.00445898437500009,0.0,0.0,0.0,18349,7902,507,139
28,0.00760546875000008,0.0,0.0,0.0,27216,10756,983,405
29,0.04197265625000055,0.0,0.00556640625000007,0.0,42739,14967,22350,8127
30,0.6872675781250186,0.0,29.908804687500236,0.0031054687499999655,55959,19281,66166,25317
31,0.0,9.960937500000005e-05,79.05328906249989,0.0018046874999999756,22125,21206,91932,17314
32,0.0001777343750000001,1.953125e-06,58.74947265624996,0.012017578124999996,20252,18653,92862,62514
33,0.0012753906249999881,13.24167187499965,0.006574218750000132,0.0,19265,65615,17396,3750
34,0.0,4.944876953124975,0.0,0.0,4370,51929,8368,1673
35,0.0,0.001187499999999985,0.0,0.0,4008,5972,270,183
36,0.0,0.0008652343749999904,0.0,0.0,3472,4849,303,309
37,3.5156250000000004e-05,0.0004121093749999998,0.0,0.0,2769,3761,1084,499
38,0.00019335937500000012,7.031250000000002e-05,0.00011132812500000006,0.0,2657,2789,1205,585
39,0.0,0.0,0.00032226562500000023,0.0,2519,2520,10171,7010
40,0.0,0.0,0.00036718750000000027,2.9296875e-05,2259,2519,8546,6326
41,0.00021484375000000014,0.0,0.00027734375000000025,0.0,2408,2259,1748,951
42,0.0013417968749999825,0.0,0.00022265625000000017,0.0,4491,2297,4123,2613
43,0.001962890624999972,0.0,0.0,0.0,7682,3608,1020,507
44,0.010837890624999937,0.0,0.0,0.0,18788,5751,1372,983
45,0.011154296874999978,0.0,0.03660742187499992,0.0,26272,10444,29451,14910
46,0.021230468750000554,0.0,4.09589453124983,0.0068437499999999705,38139,12671,34907,33619
47,0.0005332031249999977,0.0,11.857429687500103,0.002107421874999969,25975,15147,53528,24891
48,0.002939453124999995,5.859375000000002e-05,6.7926523437500705,0.553341796875009,32178,16749,50258,64865
49,0.5880839843750546,7.200791015624941,0.010687499999999886,0.0008085937499999957,42651,44132,19541,10873
50,0.0,201.32178515624975,0.001361328124999998,0.0,14732,134351,14154,8368
51,0.0,0.019748046875000303,0.0,0.0,7950,29490,671,270
52,0.0,0.0013300781249999808,0.0,0.0,7404,10495,333,303
53,7.421875000000004e-05,0.0008378906249999908,0.0,0.0,5937,9076,2176,1084
54,0.00025000000000000017,0.00015234375000000008,7.031250000000002e-05,0.0,5371,7008,1451,1018
55,1.953125e-06,7.031250000000002e-05,0.00035546875000000026,5.859374999999999e-06,3526,5808,12457,9312
