sat.id,ISL0,ISL1,ISL2,ISL3,count_ISL0,count_ISL1,count_ISL2,count_ISL3
0,15.455820312500009,0.0,3.444124999999999,0.0,42263,15906,33787,2179
1,4.962140625000004,5.262874999999998,0.0,0.0,34976,34774,6467,19920
2,4.017359375000002,10.208253906249997,0.0,0.0,33823,37895,1189,17167
3,0.0,5.4016484375,0.0,0.0,7527,34990,1008,5365
4,6.24722265625,0.0,0.0,0.0,34774,7979,1526,9735
5,0.9401640624999998,0.44008593750000025,0.0,0.0,27608,30355,372,8306
6,0.6378242187500006,0.3995117187499997,0.0,0.0,27410,26775,563,2947
7,0.0,1.0702382812499989,0.0003945312500000003,0.0,2914,27796,25951,2310
8,0.12055468750000001,0.0,0.0004726562500000003,0.0,29291,3360,26883,2318
9,0.0006171875000000002,3.99672265625,0.0,0.0,20463,32461,648,2808
10,0.5187812499999997,0.2663320312499999,0.0,0.0,31399,24009,3005,9186
11,0.0,12.183523437500002,0.0,0.0,9075,39289,915,9612
12,1.1155507812499998,0.0,0.0,0.0,30598,15975,2454,16501
13,23.308046874999995,3.1208007812500016,0.0,7.8125e-06,47456,32913,13727,19634
14,37.57595703124997,1.300214843749999,2.7343750000000004e-05,0.00016406250000000004,57266,33236,19019,20197
15,0.010589843750000003,0.002999999999999994,4.2968750000000004e-05,0.0,26752,25242,18657,15790
16,0.0,0.0,0.0,6.3031796875,14244,12279,10171,36410
17,0.0,0.0,0.0,0.1155390625,10957,12962,13570,30101
18,0.0,0.0,0.0,0.0005937500000000004,4782,9878,5864,27744
19,0.0,0.0,0.0,0.0,3055,4550,2014,8890
20,0.0,0.0,0.0,0.0,1791,3040,1521,14235
21,0.0,0.0,0.0,0.0,1214,3474,975,9756
22,0.0,0.0,0.0,0.0,1571,1830,1273,4073
23,0.0,0.0,0.0,0.8261601562499995,1170,1937,1908,29076
24,0.0,0.0,0.0,1.0214609374999992,2266,1505,1525,29689
25,0.0,0.0,0.0,0.0,2489,2462,1517,3556
26,0.0,0.0,0.0,0.0,7633,2771,4438,12328
27,0.0,0.0,0.0,0.0,9850,6502,4192,12046
28,0.00011328125,0.0,0.0,0.0002656250000000001,18522,7679,11047,23811
29,1.9387460937500032,1.5625e-05,3.90625e-06,2.578882812500001,31359,16709,19045,33224
