Src,Dst,count,E2E,PD,QD,count_dropped,total_pkt
0,1,1203.0,10827.0,10827.0,0.0,0.0,1203.0
0,2,246.0,4428.0,4428.0,0.0,0.0,246.0
0,3,525.0,14175.0,14175.0,0.0,0.0,525.0
0,4,998.0,35928.0,35928.0,0.0,0.0,1000.0
0,5,240.0,10800.0,10800.0,0.0,0.0,240.0
0,6,265.0,14310.0,14310.0,0.0,0.0,265.0
0,7,253.0,15939.0,15939.0,0.0,0.0,253.0
0,8,247.0,17784.0,17784.0,0.0,0.0,248.0
0,9,237.0,15021.0,14931.0,90.0,0.0,237.0
0,10,1480.0,80440.0,79920.0,520.0,0.0,1484.0
0,11,244.0,11059.0,10980.0,79.0,0.0,244.0
0,12,957.0,34788.0,34452.0,336.0,0.0,957.0
0,13,6960.0,190423.0,187920.0,2503.0,0.0,6962.0
0,14,13224.0,242922.0,238032.0,4890.0,0.0,13228.0
0,15,2170.0,19530.0,19530.0,0.0,0.0,2171.0
0,16,240.0,13249.0,480.0,12769.0,0.0,240.0
0,17,1566.0,208368.0,17226.0,191142.0,659.0,2229.0
0,18,117.0,23707.0,3131.0,20576.0,116.0,233.0
0,19,141.0,29195.0,5013.0,24182.0,115.0,257.0
0,20,258.0,55656.0,11484.0,44172.0,225.0,487.0
0,21,155.0,35589.0,8335.0,27254.0,98.0,253.0
0,22,163.0,29136.0,9128.0,20008.0,58.0,221.0
0,23,259.0,16835.0,16835.0,0.0,0.0,260.0
0,24,236.0,17464.0,17464.0,0.0,0.0,237.0
0,25,240.0,41744.0,16364.0,25380.0,0.0,240.0
0,26,1895.0,313367.0,112052.0,201315.0,0.0,1904.0
0,27,913.0,142907.0,45823.0,97084.0,0.0,916.0
0,28,1487.0,219366.0,61294.0,158072.0,0.0,1491.0
0,29,3736.0,517631.0,120300.0,397331.0,0.0,3742.0
0,30,6066.0,786057.0,140816.0,645241.0,0.0,6076.0
0,31,2173.0,255894.0,23903.0,231991.0,0.0,2176.0
0,32,219.0,24374.0,876.0,23498.0,0.0,220.0
0,33,3380.0,645312.0,52421.0,592891.0,1818.0,5212.0
0,34,5643.0,1513711.0,138429.0,1375282.0,3134.0,8803.0
0,35,164.0,43713.0,5809.0,37904.0,106.0,271.0
0,36,154.0,42412.0,6915.0,35497.0,90.0,245.0
0,37,166.0,47591.0,8886.0,38705.0,93.0,259.0
0,38,175.0,34191.0,10910.0,23281.0,67.0,242.0
0,39,228.0,15276.0,15276.0,0.0,0.0,228.0
0,40,260.0,19760.0,19760.0,0.0,0.0,260.0
0,41,245.0,42682.0,16415.0,26267.0,0.0,247.0
0,42,499.0,82210.0,28942.0,53268.0,0.0,500.0
0,43,513.0,79742.0,25137.0,54605.0,0.0,513.0
0,44,2094.0,307763.0,83760.0,224003.0,0.0,2102.0
0,45,2446.0,337269.0,75826.0,261443.0,0.0,2452.0
0,46,4864.0,626713.0,107008.0,519705.0,0.0,4876.0
0,47,1270.0,152392.0,16510.0,135882.0,0.0,1271.0
0,48,232.0,42197.0,4902.0,37295.0,0.0,233.0
0,49,4576.0,1149513.0,93708.0,1055805.0,2388.0,6994.0
0,50,10308.0,2858183.0,334134.0,2524049.0,5876.0,16242.0
0,51,1808.0,519162.0,76608.0,442554.0,1045.0,2859.0
0,52,163.0,48948.0,8361.0,40587.0,84.0,248.0
0,53,162.0,49270.0,9627.0,39643.0,91.0,253.0
0,54,145.0,31495.0,9492.0,22003.0,85.0,231.0
0,55,270.0,18630.0,18630.0,0.0,0.0,271.0
0,56,266.0,20748.0,20748.0,0.0,0.0,266.0
0,57,234.0,41148.0,16146.0,25002.0,0.0,234.0
0,58,240.0,39976.0,14400.0,25576.0,0.0,240.0
0,59,240.0,37752.0,12240.0,25512.0,0.0,241.0
0,60,6005.0,895489.0,252210.0,643279.0,0.0,6025.0
0,61,5002.0,700378.0,165066.0,535312.0,0.0,5018.0
0,62,4137.0,542100.0,99288.0,442812.0,0.0,4145.0
0,63,1262.0,153562.0,18930.0,134632.0,0.0,1264.0
0,64,254.0,59224.0,6586.0,52638.0,0.0,257.0
0,65,5025.0,2092413.0,188286.0,1904127.0,2661.0,7740.0
0,66,7858.0,2246176.0,317360.0,1928816.0,4342.0,12247.0
0,67,1278.0,377734.0,65462.0,312272.0,720.0,2008.0
0,68,916.0,278645.0,55247.0,223398.0,521.0,1443.0
0,69,1147.0,358291.0,77360.0,280931.0,592.0,1749.0
0,70,468.0,103562.0,32982.0,70580.0,253.0,724.0
0,71,244.0,17324.0,17324.0,0.0,0.0,244.0
0,72,247.0,19760.0,19760.0,0.0,0.0,248.0
0,73,233.0,60491.0,17973.0,42518.0,0.0,235.0
0,74,226.0,58386.0,18139.0,40247.0,8.0,235.0
0,75,2838.0,706704.0,202371.0,504333.0,101.0,2948.0
0,76,4579.0,1098955.0,284980.0,813975.0,127.0,4724.0
0,77,13801.0,3735159.0,564382.0,3170777.0,462.0,14337.0
0,78,6681.0,1252247.0,173706.0,1078541.0,0.0,6699.0
0,79,1005.0,125644.0,17085.0,108559.0,0.0,1005.0
0,80,257.0,66871.0,10958.0,55913.0,0.0,257.0
0,81,2715.0,1355426.0,121341.0,1234085.0,1436.0,4183.0
0,82,1455.0,613111.0,82413.0,530698.0,767.0,2234.0
0,83,330.0,142523.0,21776.0,120747.0,179.0,511.0
0,84,2547.0,1123303.0,190563.0,932740.0,1295.0,3862.0
0,85,3062.0,1382726.0,257403.0,1125323.0,1598.0,4679.0
0,86,309.0,70941.0,23271.0,47670.0,180.0,490.0
0,87,234.0,17082.0,17082.0,0.0,0.0,234.0
0,88,263.0,21566.0,21566.0,0.0,0.0,264.0
0,89,142.0,51179.0,11339.0,39840.0,104.0,248.0
0,90,1318.0,469802.0,93514.0,376288.0,855.0,2183.0
0,91,2166.0,755934.0,134166.0,621768.0,1392.0,3582.0
0,92,2904.0,985327.0,153842.0,831485.0,2028.0,4963.0
0,93,9425.0,3111167.0,413643.0,2697524.0,6329.0,15833.0
0,94,7415.0,1525220.0,207620.0,1317600.0,244.0,7688.0
0,95,996.0,126693.0,18924.0,107769.0,0.0,997.0
0,96,229.0,61223.0,10920.0,50303.0,0.0,231.0
0,97,192.0,105700.0,11196.0,94504.0,79.0,273.0
0,98,131.0,60215.0,8358.0,51857.0,88.0,222.0
0,99,143.0,66394.0,10329.0,56065.0,94.0,240.0
0,100,2449.0,1160850.0,199647.0,961203.0,1256.0,3726.0
0,101,502.0,241355.0,45384.0,195971.0,246.0,751.0
0,102,165.0,38320.0,13275.0,25045.0,77.0,244.0
0,103,226.0,16950.0,16950.0,0.0,0.0,227.0
0,104,242.0,20328.0,20328.0,0.0,0.0,242.0
0,105,247.0,64831.0,20773.0,44058.0,11.0,259.0
0,106,1496.0,412535.0,115038.0,297497.0,43.0,1544.0
